Word	FREQcount	CDcount	Spellcheck
sayin	9	7	FALSE
sayonara	57	51	FALSE
says	45	16	FALSE
sayuri	28	7	FALSE
sayyadina	8	5	FALSE
sazonais	16	12	TRUE
sazonal	21	20	TRUE
saã	40	33	FALSE
saãa	9	9	FALSE
saãam	3	3	FALSE
saãda	75	62	FALSE
saãdas	13	11	FALSE
saãdo	15	15	FALSE
saãmos	11	11	FALSE
saãram	18	18	FALSE
saãrem	13	12	FALSE
saãsse	8	8	FALSE
saí	2158	1716	TRUE
saía	515	444	TRUE
saíam	132	121	TRUE
saíamos	83	79	TRUE
saías	5	5	TRUE
saíba	3	3	FALSE
saída	4393	2916	TRUE
saídas	405	327	TRUE
saído	1218	1086	TRUE
saídos	17	16	TRUE
saímonos	3	3	FALSE
saímos	1431	1230	TRUE
saíndo	21	17	FALSE
saír	39	35	FALSE
saíra	26	26	TRUE
saíram	1138	980	TRUE
saíramse	3	3	FALSE
saírem	563	511	TRUE
saíremos	18	16	FALSE
saíres	64	60	TRUE
saíria	5	5	FALSE
saírmos	37	34	FALSE
saírá	3	3	FALSE
saísse	376	357	TRUE
saíssem	77	76	TRUE
saíssemos	44	44	TRUE
saísses	6	5	TRUE
saíste	62	50	TRUE
saísteme	3	3	FALSE
saístete	5	5	FALSE
saíu	36	27	FALSE
saúda	85	77	TRUE
saúdam	45	38	TRUE
saúdaos	3	3	FALSE
saúdavel	7	6	FALSE
saúde	5380	2951	TRUE
saúdea	3	3	FALSE
saúdem	65	43	TRUE
saúdo	111	88	TRUE
saúdovos	3	3	FALSE
sb	16	8	FALSE
sbe	3	3	FALSE
sbre	3	3	FALSE
sbs	4	4	FALSE
sc	25	20	FALSE
scab	13	3	FALSE
scala	20	15	FALSE
scalia	14	7	FALSE
scalish	16	3	FALSE
scallini	17	3	FALSE
scalvino	3	3	FALSE
scampi	3	3	FALSE
scan	40	28	FALSE
scandal	4	3	FALSE
scanear	4	4	FALSE
scaner	7	4	FALSE
scania	6	4	FALSE
scanlon	43	8	FALSE
scannear	3	3	FALSE
scanner	127	68	FALSE
scanners	65	32	FALSE
scans	15	10	FALSE
scanziani	11	3	FALSE
scar	14	6	FALSE
scarborough	27	16	FALSE
scared	19	14	FALSE
scarface	77	43	FALSE
scarlatti	7	4	FALSE
scarlet	58	32	FALSE
scarlett	284	39	FALSE
scarpa	8	3	FALSE
scarsdale	62	14	FALSE
scartaris	9	3	FALSE
scary	4	3	FALSE
scat	35	10	FALSE
scatcherd	4	3	FALSE
scc	4	3	FALSE
scene	32	10	FALSE
schacht	8	5	FALSE
schaefer	15	3	FALSE
schaeffer	39	6	FALSE
schaffenberger	4	3	FALSE
schaffer	14	4	FALSE
schatz	7	5	FALSE
schatzi	6	3	FALSE
scheherazade	11	4	FALSE
scheider	7	5	FALSE
schell	29	6	FALSE
schenectady	12	6	FALSE
schenk	11	4	FALSE
scherbatsky	7	5	FALSE
scherer	6	3	FALSE
schiaparelli	8	3	FALSE
schickel	25	7	FALSE
schiele	6	4	FALSE
schiff	35	14	FALSE
schiffer	11	8	FALSE
schifrin	5	3	FALSE
schiller	44	28	FALSE
schilling	7	4	FALSE
schillings	10	3	FALSE
schimidt	3	3	FALSE
schindler	16	9	FALSE
schirach	12	7	FALSE
schirra	14	3	FALSE
schlegel	67	5	FALSE
schlesinger	6	6	FALSE
schlitz	9	6	FALSE
schlomo	97	8	FALSE
schloss	18	7	FALSE
schlumberger	3	3	FALSE
schmidt	371	88	FALSE
schmitt	38	12	FALSE
schmitz	32	5	FALSE
schmuck	11	6	FALSE
schnabel	3	3	FALSE
schnapps	13	12	FALSE
schnauzer	9	6	FALSE
schneider	175	46	FALSE
schnell	6	5	FALSE
schneller	3	3	FALSE
schnitzel	38	10	FALSE
schnitzler	3	3	FALSE
schoenberg	4	3	FALSE
schoenstein	11	5	FALSE
schofield	14	8	FALSE
scholar	28	8	FALSE
schon	5	3	FALSE
schooi	4	3	FALSE
school	171	105	FALSE
schopenhauer	31	19	FALSE
schrader	79	12	FALSE
schrafft	3	3	FALSE
schramm	8	3	FALSE
schreck	3	3	FALSE
schroder	5	3	FALSE
schroeder	79	24	FALSE
schtulman	28	3	FALSE
schubert	60	38	FALSE
schue	5	4	FALSE
schultz	103	41	FALSE
schultze	4	4	FALSE
schulz	9	7	FALSE
schulze	4	4	FALSE
schumacher	30	13	FALSE
schuman	17	4	FALSE
schumann	42	16	FALSE
schumer	10	3	FALSE
schuster	18	7	FALSE
schwab	5	4	FALSE
schwabs	5	4	FALSE
schwartz	74	43	FALSE
schwarz	5	3	FALSE
schwarzenegger	35	25	FALSE
schwarzkopf	7	5	FALSE
schweickart	5	3	FALSE
schweiger	6	4	FALSE
schweinehund	4	4	FALSE
schweitzer	18	13	FALSE
schweppes	5	4	FALSE
schwinn	5	3	FALSE
sci	12	6	FALSE
science	29	16	FALSE
scientific	10	8	FALSE
scifi	16	12	FALSE
scillia	13	4	FALSE
scimitar	15	3	FALSE
scipio	9	8	FALSE
sco	3	3	FALSE
scofield	62	16	FALSE
scone	7	5	TRUE
scones	7	4	TRUE
scooby	72	29	FALSE
scoobydoo	18	13	FALSE
scoop	18	4	FALSE
scoot	6	5	FALSE
scooter	179	56	TRUE
scooters	8	7	FALSE
scooze	3	3	FALSE
scope	3	3	TRUE
scopes	8	3	TRUE
scorcese	3	3	FALSE
scorch	5	3	FALSE
score	36	12	TRUE
scoremaster	3	3	FALSE
scores	3	3	TRUE
scorn	3	3	FALSE
scorpion	57	18	FALSE
scorpions	13	9	FALSE
scorsese	13	12	FALSE
scot	121	7	FALSE
scotch	129	91	FALSE
scoth	8	7	FALSE
scotia	3	3	FALSE
scotiand	12	3	FALSE
scotland	151	79	FALSE
scots	5	3	FALSE
scott	1840	414	FALSE
scottie	82	21	FALSE
scotts	4	4	FALSE
scottsdale	22	10	FALSE
scotty	580	104	FALSE
scoun	6	3	FALSE
scout	190	33	FALSE
scouter	48	21	FALSE
scouters	19	8	FALSE
scouts	65	11	FALSE
scp	5	3	FALSE
scr	5	3	FALSE
scrabble	30	17	FALSE
scram	6	5	FALSE
scranton	13	10	FALSE
scrap	3	3	FALSE
scrappy	39	5	FALSE
scraps	40	6	FALSE
scratch	32	17	FALSE
scream	59	16	FALSE
screamin	14	5	FALSE
screaming	7	6	FALSE
screen	15	9	FALSE
screenplay	10	10	FALSE
screw	6	5	FALSE
screwdriver	6	4	FALSE
scribble	23	4	FALSE
scribners	3	3	FALSE
script	189	118	FALSE
scripts	26	23	FALSE
scrooge	118	16	FALSE
scrounging	4	3	FALSE
scrubs	5	4	FALSE
scs	4	3	FALSE
scuba	25	4	FALSE
scud	7	6	FALSE
scudder	69	18	FALSE
scull	54	3	FALSE
sculley	10	3	FALSE
scullion	10	5	FALSE
scully	104	25	FALSE
scum	5	5	FALSE
scumbag	5	4	FALSE
scurlock	9	4	FALSE
scusi	16	9	FALSE
scutt	17	3	FALSE
scutter	6	4	FALSE
sd	26	12	FALSE
sdh	3	3	FALSE
sdi	24	23	FALSE
sdiassdias	10	5	FALSE
sdu	16	4	FALSE
se	555676	12046	TRUE
sea	140	79	FALSE
seabees	5	3	FALSE
seabiscuit	4	4	FALSE
seaborn	15	7	FALSE
seabrook	6	3	FALSE
seacrest	11	8	FALSE
seadrift	5	3	FALSE
seafood	7	4	FALSE
seagal	21	13	FALSE
seagram	13	6	FALSE
seagrave	24	3	FALSE
seagulls	5	4	FALSE
seahawks	14	7	FALSE
seal	89	36	FALSE
seale	13	5	FALSE
seals	27	20	FALSE
seaman	3	3	FALSE
seamans	5	3	FALSE
seamus	132	25	FALSE
sean	1699	249	FALSE
seany	5	5	FALSE
search	10	8	FALSE
searle	90	8	FALSE
sears	77	51	FALSE
seas	15	8	FALSE
seaside	4	4	FALSE
season	28	26	FALSE
seasons	41	25	FALSE
seat	13	11	FALSE
seatle	17	14	FALSE
seaton	42	10	FALSE
seattle	616	219	FALSE
seaver	9	6	FALSE
seawald	3	3	FALSE
seaworld	4	4	FALSE
seb	22	4	FALSE
sebas	22	5	TRUE
sebastian	1117	129	FALSE
sebastiano	7	3	FALSE
sebastien	15	5	FALSE
sebastián	27	14	FALSE
sebastião	13	9	TRUE
sebastopol	6	6	FALSE
sebe	22	16	TRUE
sebenta	3	3	TRUE
sebento	5	3	TRUE
sebentos	4	3	TRUE
sebes	8	7	TRUE
sebil	6	3	FALSE
sebo	55	38	TRUE
sebosa	5	5	TRUE
seboso	17	14	TRUE
sebosos	8	8	TRUE
sebring	8	5	FALSE
sebutuana	9	4	FALSE
sec	61	25	FALSE
seca	1113	829	TRUE
secadas	4	4	TRUE
secado	24	24	TRUE
secador	124	92	TRUE
secadora	51	48	TRUE
secadoras	4	4	TRUE
secadores	13	11	TRUE
secagem	19	18	TRUE
secam	40	36	TRUE
secamos	9	9	TRUE
secando	146	136	TRUE
secante	6	6	TRUE
secar	452	404	TRUE
secaram	52	49	TRUE
secarem	24	24	TRUE
secaria	6	6	TRUE
secarmos	3	3	TRUE
secarse	3	3	FALSE
secará	17	17	TRUE
secarão	7	7	TRUE
secas	297	241	TRUE
secase	4	4	FALSE
secasse	5	5	TRUE
secassem	4	4	TRUE
secava	8	7	TRUE
secavam	5	5	TRUE
seccionar	4	3	TRUE
secessionistas	4	3	TRUE
secessão	45	15	TRUE
sechs	6	4	FALSE
seco	922	709	TRUE
seconal	12	12	FALSE
second	45	22	FALSE
seconds	10	9	FALSE
secos	221	184	TRUE
secou	115	106	TRUE
secredo	9	9	FALSE
secredos	5	5	FALSE
secret	78	66	FALSE
secreta	1406	1019	TRUE
secretada	4	4	TRUE
secretados	3	3	TRUE
secretamente	337	284	TRUE
secretaria	205	145	TRUE
secretariado	24	17	TRUE
secretarias	6	6	TRUE
secretario	61	31	TRUE
secretas	359	284	TRUE
secretismo	13	10	TRUE
secreto	2004	1196	TRUE
secretos	600	390	TRUE
secrets	11	5	FALSE
secretária	1383	872	TRUE
secretáriaeletrônica	3	3	FALSE
secretárias	80	73	TRUE
secretário	1128	522	TRUE
secretáriogeral	36	15	FALSE
secretários	40	32	TRUE
secretãria	34	18	FALSE
secretãrio	51	17	FALSE
secretãrios	3	3	FALSE
secreção	19	15	TRUE
secreções	18	16	TRUE
sectarismo	5	4	TRUE
section	21	4	FALSE
sector	119	64	TRUE
sectores	13	12	TRUE
sectária	4	3	TRUE
sectárias	5	4	TRUE
sectário	9	5	TRUE
secular	79	56	TRUE
seculares	19	17	TRUE
secularismo	6	5	TRUE
seculo	10	8	TRUE
seculorum	3	3	FALSE
seculos	9	8	TRUE
secundaria	16	13	TRUE
secundariamente	6	6	TRUE
secundario	5	4	FALSE
secundaristas	4	4	TRUE
secundária	271	223	TRUE
secundárias	65	49	TRUE
secundário	224	178	TRUE
secundários	93	80	TRUE
secundãria	4	4	FALSE
secundãrio	6	3	FALSE
secura	19	15	TRUE
securacom	5	3	FALSE
secure	4	3	TRUE
security	23	15	FALSE
secála	3	3	FALSE
secálas	13	12	FALSE
secálo	13	13	FALSE
secálos	5	5	FALSE
secão	4	4	FALSE
secãão	4	4	FALSE
secção	208	105	TRUE
secções	24	19	TRUE
sed	4	4	FALSE
seda	675	501	TRUE
sedada	37	34	TRUE
sedado	78	60	TRUE
sedados	6	6	TRUE
sedam	3	3	TRUE
sedan	74	54	FALSE
sedans	3	3	FALSE
sedar	12	11	TRUE
sedaram	5	4	TRUE
sedas	39	30	TRUE
sedativa	4	4	TRUE
sedativo	175	153	TRUE
sedativos	71	59	TRUE
sedação	15	12	TRUE
sede	2211	1567	TRUE
sedei	3	3	TRUE
sedenta	55	53	TRUE
sedentas	23	20	TRUE
sedento	124	99	TRUE
sedentos	79	75	TRUE
sedentária	3	3	TRUE
sedentário	4	4	TRUE
sedentários	3	3	TRUE
seder	5	3	FALSE
sedes	4	4	TRUE
sedex	7	6	FALSE
sedgwick	12	6	FALSE
sedia	3	3	TRUE
sediada	4	4	TRUE
sediado	5	5	TRUE
sediar	3	3	TRUE
sediciosa	4	3	TRUE
sedimentar	9	6	TRUE
sedimentares	3	3	TRUE
sedimentação	5	5	TRUE
sedimento	21	16	TRUE
sedimentos	25	17	TRUE
sedição	19	14	TRUE
sedley	21	3	FALSE
sedo	12	7	TRUE
sedona	7	5	FALSE
sedonia	11	3	FALSE
sedosa	15	14	TRUE
sedosas	7	7	TRUE
sedoso	47	36	TRUE
sedosos	6	5	TRUE
sedutor	145	120	TRUE
sedutora	109	97	TRUE
sedutoramente	6	6	TRUE
sedutoras	20	16	TRUE
sedutores	22	19	TRUE
seduz	71	65	TRUE
seduza	22	22	TRUE
seduzao	5	5	FALSE
seduzem	22	19	TRUE
seduzi	27	25	TRUE
seduzia	6	6	TRUE
seduziam	4	4	TRUE
seduzida	41	36	TRUE
seduzidas	4	4	TRUE
seduzido	48	46	TRUE
seduzidos	10	10	TRUE
seduzila	28	25	FALSE
seduzilas	3	3	FALSE
seduzilo	47	43	FALSE
seduzilos	12	7	FALSE
seduzindo	45	37	TRUE
seduzindome	3	3	FALSE
seduzir	293	245	TRUE
seduziram	4	4	TRUE
seduziria	8	8	TRUE
seduzirme	15	14	FALSE
seduzisse	6	6	TRUE
seduziu	122	110	TRUE
seduzo	8	7	TRUE
seduzílo	7	7	FALSE
seduãão	5	5	FALSE
sedução	125	109	TRUE
seduções	6	6	TRUE
sedála	15	15	FALSE
sedálo	23	20	FALSE
sedã	16	13	TRUE
see	320	139	FALSE
seed	29	6	FALSE
seeger	14	3	FALSE
seeing	3	3	FALSE
seek	4	4	FALSE
seekers	20	5	FALSE
seele	22	4	FALSE
seeley	20	3	FALSE
seem	16	12	FALSE
seema	260	10	FALSE
seemed	4	3	FALSE
seems	32	23	FALSE
seen	43	30	FALSE
sees	3	3	FALSE
seeta	4	3	FALSE
seeu	4	4	FALSE
sef	31	3	FALSE
sefarditas	3	3	TRUE
seg	86	58	FALSE
sega	4	4	TRUE
segal	12	9	FALSE
segawa	9	4	FALSE
segismundo	3	3	FALSE
segmentado	9	7	TRUE
segmentados	8	3	TRUE
segmentação	6	4	TRUE
segmento	113	76	TRUE
segmentos	39	32	TRUE
segovia	7	5	FALSE
segredinho	123	121	TRUE
segredinhos	25	18	TRUE
segredo	5384	3266	TRUE
segredos	1916	1365	TRUE
segrega	3	3	TRUE
segregacionista	3	3	TRUE
segregada	4	4	TRUE
segregadas	6	6	TRUE
segregado	6	5	TRUE
segregados	10	10	TRUE
segregar	4	4	TRUE
segregação	40	35	TRUE
segrego	4	4	TRUE
segreto	4	4	FALSE
segrêdo	6	5	FALSE
segs	13	6	FALSE
segua	3	3	TRUE
segue	1748	1386	TRUE
seguea	11	11	FALSE
seguem	588	518	TRUE
segueme	89	79	FALSE
seguemme	4	4	FALSE
seguemna	5	5	FALSE
seguemnos	3	3	FALSE
seguemse	5	5	FALSE
seguenos	4	3	FALSE
segueo	15	11	FALSE
segueos	7	7	FALSE
segues	32	29	TRUE
seguese	22	20	FALSE
segui	737	646	TRUE
seguia	273	239	TRUE
seguiam	107	101	TRUE
seguida	2759	1842	TRUE
seguidamente	28	26	TRUE
seguidas	262	238	TRUE
seguido	778	701	TRUE
seguidor	76	71	TRUE
seguidora	15	13	TRUE
seguidoras	3	3	TRUE
seguidores	361	246	TRUE
seguidos	350	309	TRUE
seguiia	3	3	FALSE
seguiio	14	13	FALSE
seguila	140	130	FALSE
seguilas	26	26	FALSE
seguilo	357	316	FALSE
seguilos	128	125	FALSE
seguime	3	3	FALSE
seguimento	31	29	TRUE
seguimentos	3	3	TRUE
seguimolo	3	3	FALSE
seguimolos	4	4	FALSE
seguimos	538	477	TRUE
seguindo	2255	1746	TRUE
seguindoa	7	7	FALSE
seguindome	5	5	FALSE
seguindonos	4	4	FALSE
seguindoo	23	22	FALSE
seguindoos	12	12	FALSE
seguindose	4	4	FALSE
seguinte	4335	2922	TRUE
seguintes	514	436	TRUE
seguio	20	18	FALSE
seguios	6	6	FALSE
seguir	6428	4173	TRUE
seguira	10	10	TRUE
seguiram	357	333	TRUE
seguiramme	5	5	FALSE
seguiramna	3	3	FALSE
seguiramno	5	5	FALSE
seguiramnos	5	5	FALSE
seguiramse	6	6	FALSE
seguiramte	4	4	FALSE
seguirei	268	235	TRUE
seguirem	152	146	TRUE
seguiremme	3	3	FALSE
seguiremos	264	234	TRUE
seguires	11	10	TRUE
seguiria	133	124	TRUE
seguiriam	48	44	TRUE
seguirlhe	3	3	FALSE
seguirme	74	66	FALSE
seguirmos	139	136	TRUE
seguirnos	33	31	FALSE
seguirte	10	10	FALSE
seguirvosei	7	3	FALSE
seguirá	257	229	TRUE
seguirás	10	10	TRUE
seguirã	6	5	FALSE
seguirão	169	164	TRUE
seguiríamos	19	19	TRUE
seguisse	79	78	TRUE
seguissem	28	28	TRUE
seguissemos	3	3	FALSE
seguiste	21	16	TRUE
seguisteme	4	3	FALSE
seguite	7	6	FALSE
seguiu	952	832	TRUE
seguiua	4	4	FALSE
seguiume	22	22	FALSE
seguiunos	3	3	FALSE
seguiuo	10	9	FALSE
seguiuos	3	3	FALSE
seguiuse	15	15	FALSE
seguivos	3	3	FALSE
segulr	3	3	FALSE
segunda	6176	3834	TRUE
segundafeira	1049	745	FALSE
segundamão	10	9	FALSE
segundanista	4	3	TRUE
segundas	177	152	TRUE
segundasfeiras	28	26	FALSE
segundinho	45	41	TRUE
segundo	13069	6276	TRUE
segundos	5125	2630	TRUE
segundosargento	69	4	FALSE
segundotenente	13	10	FALSE
segunto	3	3	FALSE
segura	3961	2706	TRUE
seguraa	10	9	FALSE
segurada	19	19	TRUE
segurado	55	53	TRUE
segurador	3	3	TRUE
seguradora	137	93	TRUE
seguradoras	34	29	TRUE
seguradores	4	4	TRUE
segurados	20	16	TRUE
seguraio	3	3	FALSE
segurala	8	8	FALSE
seguralo	15	14	FALSE
seguralos	3	3	FALSE
seguram	57	53	TRUE
segurame	11	11	FALSE
seguramente	414	309	TRUE
seguramos	39	38	TRUE
seguranca	11	9	FALSE
segurando	1072	894	TRUE
segurandoa	12	11	FALSE
segurandoo	11	11	FALSE
segurandoos	5	5	FALSE
segurandose	3	3	FALSE
seguranãa	248	100	FALSE
seguranãas	10	8	FALSE
segurança	9210	4093	TRUE
seguranças	292	219	TRUE
segurao	19	19	FALSE
segurar	1996	1575	TRUE
seguraram	39	36	TRUE
segurarei	44	41	TRUE
segurarem	18	18	TRUE
seguraremos	7	7	TRUE
seguraria	28	26	TRUE
segurarme	6	6	FALSE
segurarmos	6	6	TRUE
segurará	15	14	TRUE
segurarão	3	3	TRUE
seguras	321	296	TRUE
segurase	11	8	FALSE
segurasse	20	20	TRUE
segurassem	3	3	TRUE
segurate	52	38	FALSE
segurava	133	123	TRUE
seguravam	14	14	TRUE
seguraça	6	6	FALSE
segure	3214	2125	TRUE
segurea	113	102	FALSE
segureas	5	5	FALSE
segurei	214	192	TRUE
segureio	6	6	FALSE
segurem	494	393	TRUE
segureme	36	31	FALSE
seguremlhe	3	3	FALSE
seguremme	8	5	FALSE
seguremna	42	37	FALSE
seguremnas	3	3	FALSE
seguremno	117	94	FALSE
seguremnos	7	5	FALSE
seguremo	3	3	TRUE
seguremse	377	287	FALSE
segureo	296	235	FALSE
segureos	23	23	FALSE
segures	3	3	TRUE
segurese	737	515	FALSE
seguridad	11	3	FALSE
seguridade	18	16	TRUE
seguro	8261	4514	TRUE
seguroa	4	3	FALSE
segurodesemprego	18	16	FALSE
seguroo	4	3	FALSE
seguros	1659	1195	TRUE
segurosaúde	15	14	FALSE
segurosdesemprego	3	3	FALSE
segurou	262	247	TRUE
seguroua	5	5	FALSE
seguroume	4	4	FALSE
segurouo	3	3	FALSE
segurouse	3	3	FALSE
segurá	5	5	TRUE
seguráio	11	10	FALSE
seguráios	8	7	FALSE
segurála	161	149	FALSE
segurálas	10	10	FALSE
segurálo	246	220	FALSE
segurálos	92	86	FALSE
segurãla	6	5	FALSE
segurãlo	5	5	FALSE
seguía	3	3	TRUE
seguíamos	24	22	TRUE
seguíio	3	3	FALSE
seguíla	21	19	FALSE
seguílas	5	5	FALSE
seguílo	43	37	FALSE
seguílos	14	14	FALSE
seguíndo	3	3	FALSE
seguínte	5	3	FALSE
seguíssemos	8	8	TRUE
segóvia	5	3	TRUE
sehnsucht	3	3	FALSE
sehor	6	6	FALSE
sehorita	3	3	FALSE
sehr	5	5	FALSE
sei	140511	11441	TRUE
seia	12	8	FALSE
seiado	3	3	FALSE
seiainda	3	3	FALSE
seicomo	5	4	FALSE
seidel	16	6	FALSE
seides	11	3	FALSE
seie	4	4	FALSE
seiecionados	4	4	FALSE
seiestou	3	3	FALSE
seieu	17	15	FALSE
seifert	9	4	FALSE
seii	5	4	FALSE
seiichi	5	4	FALSE
seiisso	3	3	FALSE
seiji	6	3	FALSE
seijun	5	4	FALSE
seijuro	26	3	FALSE
seikei	11	4	FALSE
seiko	11	7	FALSE
seiláoquê	14	13	FALSE
seimas	12	10	TRUE
seine	8	5	FALSE
seinfeld	35	11	FALSE
seinão	7	7	FALSE
seio	313	252	TRUE
seios	1093	683	TRUE
seipor	4	3	FALSE
seique	4	4	FALSE
seira	3	3	TRUE
seis	10418	4934	TRUE
seiscentas	12	10	TRUE
seiscentos	65	56	TRUE
seise	3	3	FALSE
seisei	8	8	FALSE
seita	330	129	TRUE
seitaro	7	3	FALSE
seitas	30	23	TRUE
seiva	56	45	TRUE
seivagem	34	17	FALSE
seivagens	17	11	FALSE
seivamos	5	5	TRUE
seixas	6	3	TRUE
seixo	7	7	TRUE
seixos	20	19	TRUE
seiya	61	4	FALSE
seizaburo	3	3	FALSE
seize	6	4	FALSE
seizu	4	4	FALSE
seié	3	3	FALSE
seja	44062	10524	TRUE
sejais	16	12	TRUE
sejam	4286	3102	TRUE
sejamos	845	753	TRUE
sejas	502	352	TRUE
seje	26	17	FALSE
sejem	4	3	FALSE
sejong	3	3	FALSE
sejá	13	13	FALSE
seki	20	6	FALSE
sekigahara	9	6	FALSE
sekiguchi	13	7	FALSE
sekine	8	4	FALSE
sel	41	20	FALSE
sela	373	262	TRUE
selada	76	70	TRUE
seladas	30	30	TRUE
selado	141	123	TRUE
selados	72	66	TRUE
selagem	7	4	TRUE
selai	11	9	TRUE
selam	3	3	TRUE
selamos	10	8	TRUE
selando	18	16	TRUE
selante	4	4	TRUE
selar	146	132	TRUE
selaram	21	19	TRUE
selaremos	6	6	TRUE
selarmos	4	4	TRUE
selará	3	3	TRUE
selas	34	28	TRUE
selassie	13	6	FALSE
selby	43	8	FALSE
seldon	4	3	FALSE
sele	77	65	TRUE
seleccionada	7	5	FALSE
seleccionadas	4	4	FALSE
seleccionado	6	6	FALSE
seleccionados	6	6	FALSE
seleccionar	6	6	FALSE
seleciona	36	35	TRUE
selecionada	34	29	TRUE
selecionadas	30	27	TRUE
selecionado	102	90	TRUE
selecionador	9	6	TRUE
selecionados	69	64	TRUE
selecionam	13	11	TRUE
selecionamos	19	19	TRUE
selecionando	31	28	TRUE
selecionar	102	92	TRUE
selecionaram	16	15	TRUE
selecionava	3	3	TRUE
selecionavam	4	4	TRUE
selecione	36	32	TRUE
selecionei	24	21	TRUE
seleciono	8	7	TRUE
selecionou	28	26	TRUE
select	15	4	FALSE
selectivo	4	4	FALSE
selectric	3	3	FALSE
selecção	21	19	FALSE
selei	8	8	TRUE
seleiros	3	3	TRUE
selem	45	42	TRUE
selena	122	25	FALSE
selene	74	17	TRUE
selenia	114	5	FALSE
seleo	9	7	FALSE
seleta	9	9	TRUE
seletas	7	7	TRUE
seletiva	40	38	TRUE
seletivamente	6	5	TRUE
seletivas	11	4	TRUE
seletivo	35	34	TRUE
seletivos	11	10	TRUE
seleto	32	30	TRUE
seletor	13	12	TRUE
seletos	11	10	TRUE
seleãão	9	8	FALSE
seleção	502	315	TRUE
seleções	11	10	TRUE
self	36	14	FALSE
selfridge	15	8	FALSE
selfservice	17	15	FALSE
selim	35	15	TRUE
selina	102	19	TRUE
selinho	6	5	TRUE
selk	11	3	FALSE
selkie	30	3	FALSE
selkirk	20	6	FALSE
sell	18	10	FALSE
sellars	11	3	FALSE
selleck	7	7	FALSE
seller	23	20	FALSE
sellers	16	12	FALSE
selma	48	26	FALSE
selmer	13	4	FALSE
selo	500	306	TRUE
selos	315	182	TRUE
selou	37	33	TRUE
sels	7	7	FALSE
selsey	5	3	FALSE
seltzer	22	14	FALSE
selva	1267	664	TRUE
selvagem	2485	1415	TRUE
selvagemente	32	29	TRUE
selvagens	1384	850	TRUE
selvageria	45	44	TRUE
selvajaria	8	8	TRUE
selvas	100	79	TRUE
selvaticamente	3	3	TRUE
selwyn	17	8	FALSE
selznick	4	4	FALSE
selálo	4	4	FALSE
selênio	22	8	TRUE
sem	70228	11277	TRUE
sema	7	4	TRUE
semabrigo	22	16	FALSE
semadruga	4	4	FALSE
semana	17233	6626	TRUE
semanada	3	3	TRUE
semanais	58	53	TRUE
semanal	111	98	TRUE
semanalmente	31	31	TRUE
semanas	8734	4617	TRUE
semaninha	3	3	FALSE
semans	4	4	FALSE
semanário	10	8	TRUE
semblante	68	58	TRUE
semblantes	4	3	TRUE
semeada	5	4	TRUE
semeadas	5	5	TRUE
semeado	14	14	TRUE
semeador	7	7	TRUE
semeados	3	3	TRUE
semeadura	9	7	TRUE
semeamos	16	16	TRUE
semeando	30	22	TRUE
semear	78	65	TRUE
semearam	10	10	TRUE
semearem	3	3	TRUE
semeará	3	3	TRUE
semeava	5	4	TRUE
semeavam	4	4	TRUE
semeei	7	7	TRUE
semeia	25	23	TRUE
semeiam	13	12	TRUE
semeie	9	8	TRUE
semeihante	4	4	FALSE
semeihança	4	3	FALSE
semelhante	570	467	TRUE
semelhantemente	3	3	TRUE
semelhantes	327	280	TRUE
semelhanãa	7	7	FALSE
semelhança	346	296	TRUE
semelhanças	76	68	TRUE
semelier	9	7	FALSE
semem	4	4	FALSE
semen	10	5	FALSE
semenovich	7	3	FALSE
semental	6	5	TRUE
semente	468	318	TRUE
sementedemostarda	14	3	FALSE
sementeira	4	4	TRUE
sementes	665	404	TRUE
sementinha	13	12	TRUE
sementinhas	4	4	TRUE
semeou	19	19	TRUE
semestrais	8	7	TRUE
semestral	18	15	TRUE
semestre	461	313	TRUE
semestres	26	25	TRUE
semfio	5	3	FALSE
semgraça	8	8	FALSE
semi	65	49	TRUE
semiaberta	5	4	TRUE
semianalfabeta	4	4	TRUE
semiautomática	34	29	TRUE
semiautomáticas	12	12	TRUE
semiautomático	10	7	TRUE
semicerrados	3	3	TRUE
semicondutores	5	5	TRUE
semiconsciente	7	6	TRUE
semicírculo	10	9	TRUE
semidesnatado	4	3	TRUE
semideus	22	15	TRUE
semideuses	11	8	TRUE
semiescuridão	3	3	FALSE
semifinais	79	51	TRUE
semifinal	60	45	TRUE
semifinalista	4	4	TRUE
semifinalistas	6	3	TRUE
semiinteligente	5	5	FALSE
semimorta	3	3	TRUE
semimorto	6	6	TRUE
semimortos	4	4	TRUE
seminal	6	6	TRUE
seminarista	12	11	TRUE
seminaristas	7	6	TRUE
seminole	17	11	TRUE
seminoles	13	5	TRUE
seminovo	3	3	TRUE
seminu	19	18	TRUE
seminua	37	34	TRUE
seminuas	16	12	TRUE
seminus	5	5	TRUE
seminário	258	177	TRUE
seminários	47	43	TRUE
semion	12	4	FALSE
semionova	6	6	FALSE
semipreciosa	3	3	TRUE
semipreciosas	3	3	TRUE
semiprofissionais	5	5	FALSE
semiprofissional	8	5	FALSE
semiramis	14	5	FALSE
semireboque	5	3	FALSE
semisólida	3	3	FALSE
semita	10	7	TRUE
semitas	10	5	TRUE
semitom	5	3	TRUE
semiótica	11	10	TRUE
semnoção	4	4	FALSE
semo	3	3	FALSE
semolina	10	9	TRUE
semos	15	3	FALSE
